company_id,company_name,city,registration_date,revenue,net_profit,authorized_capital,inn,contracts_count,customer_sum,supplier_sum,inspections_count,inspections_violations,inspections_knm,plaintiff_cases,defendant_cases,licenses_count,trademarks_count,branches_count,representatives_count,property_form_numeric,company_type_numeric
1065034027805-cekh-zapasnyh-chastey,"""ЦЕХ ЗАПАСНЫХ ЧАСТЕЙ""",Орехово-Зуево,2006-06-13,1200000.0,,10000.0,5034026133.0,,,,,,,,,,,,,11.0,2
1097306000120-td-teplopribor,"""ТД ТЕПЛОПРИБОР""",,2009-04-02,703000.0,660000.0,10000.0,7306040691.0,1.0,0.0,2500.0,1.0,0.0,0.0,1.0,2.0,,,,,11.0,2
1115920002065-termoplast,"""ТЕРМОПЛАСТ""",Чайковский,2011-09-19,,,10000.0,5920036409.0,,,,,,,0.0,1.0,,,,,11.0,2
1153327000595-vostok,"""ВОСТОК""",Лакинск,2015-02-09,,,10000.0,3323006407.0,1.0,0.0,33200000.000000004,0.0,0.0,1.0,,,,,,,11.0,2
1217400024082-bpr,"""БПР""",Челябинск,2021-07-08,153000.0,-186000.0,10000.0,7453341690.0,,,,,,,,,,,,,11.0,2
1227800157771-dn-analitika,"""ДН-АНАЛИТИКА""",Санкт-Петербург,2022-12-06,242000.0,159000.0,50000.0,7814816457.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1235800008707-gudbridzh,"""ГУДБРИДЖ""",Пенза,2023-11-14,,-487000.0,10000.0,5800000520.0,,,,,,,,,,,,,11.0,2
1236100019792-vestorg,"""ВЕСТОРГ""",Ростов-На-Дону,2023-07-28,3000000.0,36000.0,10000.0,6163229729.0,,,,,,,1.0,0.0,,,,,11.0,2
1236600077449-vip-innovacii,"""ВИП ИННОВАЦИИ""",Екатеринбург,2023-12-27,,-153000.0,235000.0,6685216312.0,,,,,,,,,,,,,11.0,2
1024000947464-pz-signal,"ПЗ ""СИГНАЛ""",Обнинск,1993-03-24,,,235000.0,4025019280.0,188.0,0.0,1500000000.0,17.0,6.0,12.0,32.0,21.0,11.0,4.0,,,11.0,3
1035404347604-sibagrolizing,"""СИБАГРОЛИЗИНГ""",,2001-07-12,,-24000.0,10000.0,5433144379.0,,,,,,,0.0,1.0,,,,,11.0,2
1037800025966-biotekhnomed,"""БИОТЕХНОМЕД""",Санкт-Петербург,1992-11-20,,-56000.0,235000.0,7801011575.0,,,,,,,0.0,1.0,,,,,11.0,2
1077448003929-uralmetrologiya,"""УРАЛМЕТРОЛОГИЯ""",Челябинск,2007-04-04,,,10000.0,7448088924.0,,,,0.0,0.0,1.0,0.0,2.0,,,,,11.0,2
1103123010352-geomonitor-belgu,"""ГЕОМОНИТОР-БЕЛГУ""",Белгород,2010-08-16,820000.0,-3000.0,60000.0,3123217810.0,,,,,,,,,,,,,4.0,2
1177456093891-uzi,"""УЗИ""",Челябинск,2017-10-27,3700000.0,515000.0,10000.0,7452145100.0,,,,,,,,,,,,,11.0,2
1187746788151-ehko-bridzh,"""ЭКО БРИДЖ""",Москва,2018-08-31,2200000.0,-1800000.0,10000.0,7751147916.0,,,,,,,0.0,1.0,,2.0,,,11.0,2
1195476039120-proton,"""ПРОТОН""",Новосибирск,2019-05-23,,,10000.0,5405041910.0,,,,,,,0.0,2.0,,,,,11.0,2
1252400016417-inzhenernoe-nebo,"""ИНЖЕНЕРНОЕ НЕБО""",Красноярск,2025-07-30,,,10000.0,2462079432.0,,,,,,,,,,,,,11.0,2
1020300971096-u-u-ppo,"""У-У ППО""",Улан-Удэ,1997-11-17,,,235000.0,323053578.0,146.0,0.0,688900000.0,32.0,15.0,27.0,41.0,6.0,15.0,1.0,,,11.0,1
1025402495007-pf-ehltest,"ПФ ""ЭЛТЕСТ""",Новосибирск,2002-05-06,1200000.0,45000.0,,5406228005.0,,,,,,,0.0,1.0,,,,,11.0,2
1106713000030-npp-specprompribor,"НПП ""СПЕЦПРОМПРИБОР""",Рудня,2010-01-28,2400000.0,18000.0,10000.0,6713009078.0,,,,,,,,,,,,,8.0,2
1153702026851-klyuchi-zdorovya,"""КЛЮЧИ ЗДОРОВЬЯ""",Шуя,2015-12-03,3900000.0,215000.0,10000.0,3706023100.0,,,,0.0,0.0,1.0,0.0,1.0,,,,,11.0,2
1157746081052-iac-nti-kontinium,"ИАЦ НТИ ""КОНТИНИУМ""",Москва,2015-02-05,,1000.0,20000.0,7729445970.0,,,,,,,,,,,,,11.0,2
1195081034158-pkf-ehnergopribor,"""ПКФ ""ЭНЕРГОПРИБОР""",Мытищи,2019-05-17,4400000.0,222000.0,10000.0,5029244873.0,,,,,,,,,,,,,11.0,2
1197746353925-sonar,"""СОНАР""",Москва,2019-05-31,,,10000.0,7720468412.0,,,,,,,,,,,,,11.0,2
1215600008766-polyus-avtomatika,"""ПОЛЮС АВТОМАТИКА""",Оренбург,2021-09-06,50000.0,19000.0,10000.0,5610242433.0,,,,0.0,0.0,4.0,,,,,,,11.0,2
1222200018039-altay-pribor,"""АЛТАЙ-ПРИБОР""",Барнаул,2022-11-09,,-61000.0,10000.0,2225227124.0,,,,,,,,,,,,,11.0,2
1231100004673-radiosoft,"""РАДИОСОФТ""",Емва,2023-11-24,,,10000.0,1100000060.0,,,,,,,,,,,,,11.0,2
1231200000580-sv-alkon,"""СВ АЛЬКОН",,2023-02-10,1400000.0,565000.0,20000.0,1200008930.0,,,,0.0,0.0,3.0,,,,,,,11.0,2
1234000007097-tekhnologiya-bezopasnosti,"""ТЕХНОЛОГИЯ БЕЗОПАСНОСТИ""",,2023-08-09,78000.0,-123000.0,10000.0,4000004972.0,,,,,,,0.0,1.0,,,,,11.0,2
1236300004258-trehk-skeyl,"""ТРЭК-СКЕЙЛ""",Самара,2023-02-16,1900000.0,88000.0,10000.0,6317162700.0,,,,,,,,,,,,,11.0,2
1247700603226-ptk-konstrukciya,"ПТК ""КОНСТРУКЦИЯ""",Москва,2024-09-09,4300000.0,42000.0,235000.0,9704249784.0,,,,,,,,,,,,,11.0,2
1027713017496-aviaspring,"""АВИАСПРИНГ""",Москва,2002-11-15,,,10000.0,7713330614.0,,,,,,,0.0,3.0,,,,,11.0,2
1036154004578-ehlavt,"""ЭЛАВТ""",Таганрог,1999-12-14,1700000.0,569000.0,,6154072648.0,,,,,,,,,,,,,11.0,2
1147415004153-yuniprom,"""ЮНИПРОМ""",Миасс,2014-09-04,,-367000.0,10000.0,7415086939.0,,,,,,,1.0,3.0,,,,,11.0,2
1157847455072-promehlektronika,"""ПРОМЭЛЕКТРОНИКА+""",Санкт-Петербург,2015-12-30,,,10000.0,7801298328.0,,,,,,,0.0,1.0,,,,,11.0,2
1177746480482-dotriks,"""ДОТРИКС""",Москва,2017-05-16,,,10000.0,7734403310.0,,,,,,,0.0,2.0,,,,,11.0,2
1195275024933-ars-sistemy,"""АРС-СИСТЕМЫ""",Нижний Новгород,2019-05-06,,,10000.0,5263140014.0,,,,,,,,,,,,,11.0,2
1195958014317-inokar-avtomatika,"""ИНОКАР-АВТОМАТИКА""",Пермь,2019-04-18,,,10000.0,5906158853.0,,,,,,,,,,,,,11.0,2
1240200033402-nablyudatel,"""НАБЛЮДАТЕЛЬ""",Уфа,2024-10-03,,,10000.0,274390151.0,,,,,,,,,,,,,11.0,2
1247700388220-shtrih-t,"""ШТРИХ-Т""",Москва,2024-05-24,,,235000.0,9726076214.0,,,,,,,,,,,,,11.0,2
1255000085240-akson,"""АКСОН""",Орехово-Зуево,2025-09-16,,,50000.0,5034072130.0,,,,,,,,,,,,,,2
1027100591759-ehlta,"""ЭЛТА""",Тула,1993-04-02,2100000.0,432000.0,10000.0,7104001562.0,30.0,0.0,6100000.0,0.0,0.0,5.0,1.0,0.0,,,,,11.0,2
1207000008731-npk-ir,"""НПК ИР""",Томск,2020-08-04,6000.0,-88000.0,100000.0,7017476721.0,,,,,,,0.0,1.0,,,,,11.0,2
1215000042564-kontrol-rst,"""КОНТРОЛЬ-РСТ""",Мытищи,2021-04-23,,,100000.0,5029262336.0,,,,,,,,,,,,,11.0,2
1227800102353-pkb-vihr,"""ПКБ ""ВИХРЬ""",Санкт-Петербург,2022-08-09,,,10000.0,7810952152.0,,,,,,,,,,,,,11.0,2
1249200000224-progress-i-tekhnologii,"""ПРОГРЕСС И ТЕХНОЛОГИИ""",Севастополь,2024-01-29,,,10000.0,9200020346.0,,,,,,,,,,,,,11.0,2
1257700368111-mlk-lab,"""МЛК.ЛАБ""",Москва,2025-08-19,,,10000.0,7720953955.0,,,,,,,,,,,,,,2
1027000887583-npo-nsv,"""НПО ""НСВ""",Мичуринск,2002-11-22,4100000.0,-2000000.0,10500.0,7017061607.0,1.0,0.0,186000.0,,,,,,,,,,11.0,2
1105050005477-npc-dinamika,"""НПЦ ""ДИНАМИКА""",,2010-08-04,,,100000.0,5050086179.0,,,,0.0,0.0,4.0,,,,,,,10.0,2
1136171000305-npp-turbulentnost-don,"НПП ""ТУРБУЛЕНТНОСТЬ-ДОН""",Ростов-На-Дону,2013-04-11,,,10000.0,6122011610.0,,,,,,,1.0,1.0,,,,,11.0,2
1217800005367-prikladnaya-ehlektronika,"""ПРИКЛАДНАЯ ЭЛЕКТРОНИКА""",Санкт-Петербург,2021-01-20,,,10000.0,7842188162.0,,,,,,,,,,,,,11.0,2
1225400052327-epishin-avtomatika,"""ЕПИШИН АВТОМАТИКА""",Новосибирск,2022-12-22,,-155000.0,10000.0,5473007555.0,,,,,,,,,,,,,11.0,2
1240200037990-ultragaz,"""УЛЬТРАГАЗ""",Октябрьский,2024-11-06,,,10000.0,269046940.0,,,,,,,,,,,,,11.0,2
1131447013400-ehkspo,"""ЭКСПО""",Якутск,2013-09-19,,,12000.0,1435272072.0,1.0,0.0,188900.0,0.0,0.0,1.0,0.0,2.0,,,,,11.0,2
1183926020486-skanviz,"""СКАНВИЗ""",Калининград,2018-07-16,,-44000.0,10000.0,3906370510.0,,,,,,,,,,,,,11.0,2
1195275038925-terra-s,"""ТЕРРА-С""",Саров,2019-07-31,,,10000.0,5254493937.0,,,,,,,,,,,,,11.0,2
1222200005840-altaymash,"""АЛТАЙМАШ""",,2022-04-15,,,10000.0,2277017939.0,,,,,,,,,,,,,11.0,2
1243600005362-mekraft,"""МЕКРАФТ""",Воронеж,2024-04-05,,,10000.0,3666270372.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1245000139647-voltkraft,"""ВОЛЬТКРАФТ""",Ступино,2024-12-11,,,10000.0,5045073181.0,,,,,,,,,,,,,11.0,2
1026604959567-diagnostika-i-kontrol,"""ДИАГНОСТИКА И КОНТРОЛЬ""",Екатеринбург,2000-11-13,4000000.0,1000.0,,6661057938.0,,,,,,,,,,,,,11.0,2
1160280134816-servis-ft,"""СЕРВИС-ФТ""",Уфа,2016-12-14,3900000.0,1200000.0,20000.0,274922543.0,1.0,0.0,2100000.0,,,,0.0,2.0,,,,,11.0,2
1227800065723-dizkon-spb,"""ДИЗКОН СПБ""",Санкт-Петербург,2022-05-26,,-1000.0,10000.0,7801712644.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1235500015332-sko,"""СКО""",Омск,2023-09-27,,-146000.0,10000.0,5505071860.0,,,,,,,,,,,,,11.0,2
1257700118620-implantiruemye-sistemy,"""ИМПЛАНТИРУЕМЫЕ СИСТЕМЫ""",Москва,2025-03-12,,,50000.0,7743467454.0,,,,,,,,,,,,,11.0,2
1021300981272-drayver,"""ДРАЙВЕР""",Саранск,2000-04-28,3500000.0,1800000.0,10000.0,1326179362.0,15.0,0.0,29800000.0,0.0,0.0,1.0,30.0,2.0,3.0,,,,11.0,2
1027401756876-kamenny-poyas,"""КАМЕННЫЙ ПОЯС""",Куса,1999-12-07,2100000.0,-222000.0,,7434003127.0,,,,,,,,,,,,,11.0,2
1077847587696-mezhregionakademstandart,"""МЕЖРЕГИОНАКАДЕМСТАНДАРТ""",Санкт-Петербург,2007-09-13,,,10000.0,7814384542.0,,,,,,,,,,,,,11.0,2
1111327000520-revers-proekt,"""РЕВЕРС ПРОЕКТ""",Саранск,2011-03-04,50000.0,101000.0,12000.0,1327012849.0,,,,,,,,,,,,,11.0,2
1147327000776-topaz,"""ТОПАЗ""",Ульяновск,2014-03-13,502000.0,58000.0,40000.0,7327071549.0,,,,,,,,,,,,,11.0,2
1147746721638-psk,"""ПСК""",Москва,2014-06-26,,,200000.0,7706811275.0,,,,,,,,,,,,,11.0,2
1151326000979-tekhprolayn,"""ТЕХПРОЛАЙН""",Саранск,2015-04-15,,,100000.0,1326231020.0,,,,,,,,,,,,,11.0,2
1156196051219-tochnoe-izmerenie,"""ТОЧНОЕ ИЗМЕРЕНИЕ""",Ростов-На-Дону,2015-07-21,3900000.0,436000.0,12000.0,6163141672.0,,,,,,,1.0,0.0,,,,,11.0,2
1217700253330-zhd-depo,"""ЖД ДЕПО""",Москва,2021-05-28,,,10000.0,9701178510.0,,,,,,,,,,,,,11.0,2
1225400045683-bit,"""БИТ""",,2022-11-08,,,10000.0,5473006939.0,,,,,,,,,,,,,11.0,2
1066949001877-ehds,"""ЭДС""",Тверь,2006-10-23,,,10000.0,6949000929.0,,,,,,,,,,,,,11.0,2
1071838000200-is,"""ИС""",Ижевск,2007-02-02,,-2000000.0,10000.0,1838001082.0,,,,,,,0.0,2.0,,,,,11.0,2
1125044001114-mendeleevo-servis-plyus,"""МЕНДЕЛЕЕВО-СЕРВИС ПЛЮС""",Солнечногорск,2012-03-26,,-22000.0,10000.0,5044082803.0,,,,,,,0.0,1.0,,,,,11.0,2
1145476024671-novosibpromavtomatika,"""НОВОСИБПРОМАВТОМАТИКА""",Новосибирск,2014-02-27,,,12000.0,5402573441.0,,,,,,,0.0,7.0,,,,,11.0,2
1217800023781-tekhnologii-ehkon,"""ТЕХНОЛОГИИ ЭКОН""",Сертолово,2021-02-17,45000.0,-117000.0,30000.0,7813650914.0,,,,,,,,,,,,,11.0,2
1247800075610-starveyv,"""СТАРВЕЙВ""",Санкт-Петербург,2024-07-29,120000.0,19000.0,10000.0,7842224195.0,,,,,,,,,,,,,11.0,2
1073808003906-kip-sibir,"""КИП-СИБИРЬ""",Иркутск,2007-02-09,,,10000.0,3808162569.0,1.0,0.0,342400.0,,,,0.0,1.0,,,,,11.0,2
1118601003575-ehlekhant,"""ЭЛЕХАНТ""",Омск,2011-12-21,,,10000.0,8601045642.0,,,,0.0,0.0,1.0,,,,1.0,,,11.0,2
1233800004305-target-indastrial,"""ТАРГЕТ ИНДАСТРИАЛ""",Иркутск,2023-03-07,2500000.0,1700000.0,10000.0,3849093610.0,,,,,,,,,,,,,11.0,2
1245400004740-zpa-rekord,"ЗПА ""РЕКОРД""",Новосибирск,2024-02-07,,-810000.0,100000.0,5473014016.0,,,,,,,,,,,,,11.0,2
1247700490003-metrolabiks,"""МЕТРОЛАБИКС""",Москва,2024-07-12,,,20000.0,9721236337.0,,,,,,,,,,,,,11.0,2
5167746231439-pig,"""ПИГ""",Москва,2016-10-19,1600000.0,48000.0,10000.0,7719460000.0,,,,,,,,,,,,,11.0,2
1022301986717-firma-geoskaner,""" ФИРМА "" ГЕОСКАНЕР """,Краснодар,2001-10-01,3400000.0,66000.0,10000.0,2312092610.0,,,,,,,0.0,1.0,,,,,11.0,2
1025002878394-rhl,"""RHL""",Красногорск,1992-11-24,441000.0,-4000.0,10000.0,5024018800.0,,,,0.0,0.0,2.0,1.0,0.0,1.0,,,,11.0,2
1025901224381-npp-skayner,"НПП ""СКАЙНЕР""",Пермь,1993-11-26,,-108000.0,27600.0,5906031198.0,,,,,,,,,,,,,11.0,2
1027739232014-firma-navigator,"ФИРМА ""НАВИГАТОР""",Москва,1991-12-14,,-25000.0,10000.0,7728002510.0,,,,,,,,,,,,,11.0,2
1128602002330-rmi-ehrgo,"""РМИ ЭРГО""",Сургут,2012-02-28,,,50000.0,8602189911.0,,,,,,,0.0,1.0,,,,,11.0,2
1165029054904-kortemp,"""КОРТЕМП""",Мытищи,2016-06-14,,-793000.0,10000.0,5029211652.0,,,,,,,,,,,,,11.0,2
1225400020394-kiplayn-biznes,"""КИПЛАЙН БИЗНЕС""",Новосибирск,2022-05-27,,-706000.0,10000.0,5405073623.0,,,,,,,0.0,2.0,,,,,11.0,2
1236600003023-altair,"""АЛЬТАИР""",,2023-01-19,1200000.0,55000.0,20000.0,6671255449.0,,,,,,,,,,,,,11.0,2
1237700586078-kk,"""КК""",Саранск,2023-09-04,,-2000.0,10000.0,9721213763.0,,,,,,,,,,,,,11.0,2
1252300047504-ml-sistems,МЛ СИСТЕМС,Сочи,2025-09-22,,,10000.0,2366055750.0,,,,,,,,,,,,,,2
1045404673181-sintelek,"""СИНТЕЛЕК""",Новосибирск,2004-03-01,1300000.0,20000.0,10000.0,5408224292.0,,,,,,,,,,,,,11.0,2
1085029007975-drayv-kontrol,"""ДРАЙВ КОНТРОЛ""",Ивантеевка,2008-08-14,,296000.0,235000.0,5029118276.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1157847434238-npo-rkb,"""НПО ""РКБ""",Санкт-Петербург,2015-12-17,,-11000.0,125000.0,7813239126.0,1.0,0.0,144400.0,,,,1.0,3.0,,,,,11.0,2
1175022002430-ehltekhprom,"""ЭЛТЕХПРОМ""",,2017-03-23,,,10000.0,5022052844.0,,,,0.0,0.0,1.0,1.0,0.0,,,,,11.0,2
1175050003798-radar,"""РАДАР""",Фрязино,2017-04-19,864000.0,24000.0,10000.0,5050131657.0,,,,,,,,,,,,,11.0,2
1186658081664-nt-avtomatika,"""НТ АВТОМАТИКА""",Екатеринбург,2018-11-02,3400000.0,2000.0,10000.0,6686110527.0,,,,,,,0.0,1.0,,,,,11.0,2
1241600002104-ooo-ustmo,"""ООО УСТМО""",,2024-01-22,,516000.0,10000.0,1675003490.0,,,,,,,,,,,,,11.0,2
1244600001601-t-servis,"""Т-СЕРВИС""",Курск,2024-04-04,2500000.0,509000.0,10000.0,4632301225.0,,,,,,,,,,,,,11.0,2
1247700793185-pk-prometrika,"""ПК ""ПРОМЕТРИКА""",Москва,2024-12-10,,,200000.0,9725174610.0,,,,,,,,,,,,,11.0,2
1252300025350-pio,"""ПИО""",Армавир,2025-05-20,,,11000.0,2372035575.0,,,,,,,,,,,,,11.0,2
1255000083634-sensor-inzhiniring,"""СЕНСОР ИНЖИНИРИНГ""",Красногорск,2025-09-10,,,20000.0,5024256032.0,,,,,,,,,,,,,,2
1026701436728-agropromtehks,""" АГРОПРОМТЭКС""",Смоленск,1993-03-11,1300000.0,125000.0,10000.0,6730002280.0,,,,,,,,,,,,,11.0,2
1060274016901-diner,"""ДИНЕР""",Уфа,2006-04-14,,-22000.0,10000.0,274110196.0,,,,1.0,1.0,2.0,,,,,,,11.0,2
1061650009431-kamehlektro,"""КАМЭЛЕКТРО""",Набережные Челны,2006-02-09,,,10000.0,1650136561.0,,,,,,,,,,,,,11.0,2
1097604010195-start-avtomatika,"""СТАРТ АВТОМАТИКА""",Ярославль,2009-06-02,2000000.0,1000.0,10000.0,7604159149.0,,,,,,,0.0,1.0,,,,,11.0,2
1120280039880-diner,"""ДИНЕР+""",Уфа,2012-10-10,,,15000.0,275078690.0,,,,,,,,,,,,,11.0,2
1186733011497-turgor-am,"""ТУРГОР АМ""",Смоленск,2018-07-02,,,10000.0,6732164858.0,,,,,,,,,,,,,8.0,2
1216900005068-bi-mo,"""БИ МО""",Тверь,2021-04-06,,,10000.0,6952320799.0,,,,,,,,,,1.0,,,11.0,2
1225000100720-rosta,"""РОСТА""",Мытищи,2022-09-12,556000.0,2000.0,33000.0,5029272221.0,,,,,,,,,,2.0,,,11.0,2
1225200027030-liklok,"""ЛИКЛОК""",Нижний Новгород,2022-07-27,,-10000.0,10000.0,5262387280.0,,,,,,,,,,,,,11.0,2
1256300019854-transmodul,"""ТРАНСМОДУЛЬ""",Тольятти,2025-08-12,,,10000.0,6320088573.0,,,,,,,,,,,,,11.0,2
1026103053833-npp-mikrokont,"НПП ""МИКРОКОНТ""",Ростов-На-Дону,1991-04-10,3000000.0,1000000.0,10000.0,6162000492.0,,,,,,,,,,,,,11.0,2
1174350010174-zvezda-ehlektronika,"""ЗВЕЗДА ЭЛЕКТРОНИКА""",,2017-06-26,40000.0,5000.0,10000.0,4329019130.0,,,,,,,,,,,,,11.0,2
1185476037405-kiplayn-laboratoriya,"""КИПЛАЙН ЛАБОРАТОРИЯ""",Новосибирск,2018-05-14,,-20000.0,20000.0,5408020073.0,,,,,,,0.0,1.0,,,,,11.0,2
1187232026244-geoluk,"""ГЕОЛУК""",Заводоуковск,2018-10-24,,,10000.0,7207019748.0,,,,,,,0.0,1.0,,,,,11.0,2
1225900020576-innovehl,"""ИННОВЭЛ""",Пермь,2022-11-07,,,10000.0,5903154850.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1236600053073-npp-termospektr,"НПП ""ТЕРМОСПЕКТР""",Екатеринбург,2023-08-30,1400000.0,56000.0,10000.0,6671282770.0,9.0,0.0,1200000.0,,,,,,,1.0,,,11.0,2
1247200011497-tyumenskie-sistemy-upravleniya-sibburmash,"ТЮМЕНСКИЕ СИСТЕМЫ УПРАВЛЕНИЯ ""СИББУРМАШ""",Тюмень,2024-06-26,,,100000.0,7203577220.0,,,,,,,,,,,,,11.0,2
5077746450832-ayrismashinz,"""АЙРИСМАШИНЗ""",Москва,2007-04-02,,,20000.0,7728616133.0,,,,,,,,,,,,,11.0,2
1021300885869-kehmz,"""КЭМЗ""",Ковылкино,2001-05-27,,,235000.0,1323010103.0,1063.0,2700000000.0,38100000.0,26.0,15.0,47.0,26.0,3.0,9.0,1.0,,,4.0,3
1044004755475-avers,"""АВЕРС""",Таруса,2004-09-23,264000.0,223000.0,20000.0,4018007893.0,1.0,0.0,75000.0,0.0,0.0,6.0,,,,,,,11.0,2
1070253000113-bashgeopribor,"""БАШГЕОПРИБОР""",Нефтекамск,2007-02-21,,,10000.0,253017527.0,,,,,,,,,,,,,11.0,2
1085261000703-sintezprom,"""СИНТЕЗПРОМ""",Нижний Новгород,2008-02-14,250000.0,-156000.0,14000.0,5261062152.0,2.0,0.0,3100000.0,,,,,,,,,,11.0,2
1177627040953-npf-ekontrol,"""НПФ ""ЕКОНТРОЛ""",Ярославль,2017-12-21,,-989000.0,10000.0,7602140880.0,,,,,,,,,,,,,11.0,2
1187746419080-planeta-vesov,"""ПЛАНЕТА ВЕСОВ""",Москва,2018-04-19,962000.0,70000.0,10000.0,9721064649.0,,,,,,,0.0,1.0,,,,,11.0,2
1237700199318-zetron-rus,"""ЗЕТРОН РУС""",Москва,2023-03-14,,,100000.0,9723193167.0,,,,,,,,,,1.0,,,11.0,2
1245300000450-tpv-inzhiniring,"""ТПВ ИНЖИНИРИНГ""",Великий Новгород,2024-01-30,550000.0,-4700000.0,10000.0,5300012711.0,,,,,,,,,,,,,11.0,2
1253900001486-aktorn,"""АКТОРН""",Калининград,2025-02-12,,,235000.0,3900037312.0,,,,,,,,,,,,,11.0,2
1257700373325-helioslab,"""ХЕЛИОСЛАБ""",Москва,2025-08-22,,,10000.0,7720954155.0,,,,,,,,,,,,,,2
1086952011761-geopribor,"""ГЕОПРИБОР""",Тверь,2008-05-19,,,14000.0,6950082884.0,,,,,,,,,,,,,11.0,2
1087746244563-fastvel-grupp,"""ФАСТВЕЛ ГРУПП""",Москва,2008-02-19,990000.0,5700000.0,100000.0,7728649812.0,,,,,,,,,,4.0,,,11.0,2
1191690094860-proma-tekhnologii,"""ПРОМА ТЕХНОЛОГИИ""",Казань,2019-11-22,,-2000.0,10000.0,1659204209.0,,,,,,,0.0,1.0,,,,,11.0,2
1197847161270-proton-ehltekh,"""ПРОТОН ЭЛТЕХ""",Санкт-Петербург,2019-07-31,,-61000.0,10000.0,7802693514.0,,,,,,,,,,,,,11.0,2
1240200005143-npo-ehkos,"НПО ""ЭКОС""",Нефтекамск,2024-02-14,,,20000.0,264082630.0,,,,,,,,,,,,,11.0,2
1245000141572-nibsis,"""НИБСИС""",Лобня,2024-12-16,,,10000.0,5047306113.0,,,,,,,,,,,,,11.0,2
1246100031880-npp-mittau,"""НПП ""МИТТАУ""",Новочеркасск,2024-12-19,,,120000.0,6150105853.0,,,,,,,0.0,1.0,,,,,11.0,1
1255200014090-tekhnoavt,"""ТЕХНОАВТ""",Нижний Новгород,2025-06-05,,,10000.0,5262399215.0,,,,,,,,,,,,,11.0,2
1020202772325-npp-kulon,"НПП ""КУЛОН""",Уфа,1999-07-28,2200000.0,1400000.0,10000.0,275005290.0,,,,2.0,0.0,0.0,0.0,1.0,,,,,11.0,2
1027810296326-akvamarin,"""АКВАМАРИН""",Санкт-Петербург,1991-05-23,,,235000.0,7812013743.0,21.0,0.0,539100000.0,6.0,0.0,8.0,8.0,5.0,3.0,1.0,,,4.0,1
1197746458315-kvazar,"""КВАЗАР""",Москва,2019-07-19,,-59000.0,10000.0,7728481616.0,,,,,,,,,,,,,11.0,2
1217700610577-ehklayf,"""ЭКЛАЙФ""",Москва,2021-12-14,,,10000.0,7716962361.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1020700738365-telemekhanika,"""ТЕЛЕМЕХАНИКА""",Нальчик,1999-01-06,,,111800.0,700000133.0,45.0,0.0,53900000.0,16.0,11.0,5.0,9.0,11.0,1.0,,,,1.0,3
1024300755951-teplopribor,"""ТЕПЛОПРИБОР""",Кирово-Чепецк,1997-07-04,,,10000.0,4341016880.0,,,,,,,,,,,,,11.0,2
1027804861424-nehc-sa,"""НЭЦ СА""",Санкт-Петербург,1992-03-25,,-11000.0,,7810617210.0,,,,,,,,,,,,,11.0,2
1047855082175-npp-trim-sshp,"""НПП ""ТРИМ СШП""",Санкт-Петербург,2004-09-10,,-35000.0,10000.0,7804304322.0,2.0,0.0,8199999.999999999,,,,,,,,,,11.0,2
1061831042954-bespilotnye-sistemy,"""БЕСПИЛОТНЫЕ СИСТЕМЫ""",Ижевск,2006-12-29,,,10000.0,1831119511.0,,,,,,,,,,,,,11.0,2
1203200004479-pk-promspecpribor,"ПК ""ПРОМСПЕЦПРИБОР""",Брянск,2020-08-10,352000.0,88000.0,10000.0,3257075620.0,,,,0.0,0.0,8.0,,,,,,,11.0,2
1226700002033-kabo,"""КАБО""",,2022-02-08,313000.0,-263000.0,50000.0,6732224384.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1246300003839-rost,"""РОСТ""",Самара,2024-02-13,,-4000.0,10000.0,6316286685.0,,,,,,,,,,,,,11.0,2
1246600056977-pc-reglab,"""ПЦ РЕГЛАБ""",Екатеринбург,2024-12-02,,,235000.0,6658023093.0,,,,,,,,,,,,,11.0,2
1247700348268-ayttehk,"""АЙТТЭК""",Москва,2024-04-27,,,10000.0,9704241859.0,,,,,,,,,,,,,11.0,2
1247700476088-pirehks,"""ПИРЭКС""",Москва,2024-07-04,,,50000.0,9718262697.0,,,,,,,,,,,,,11.0,2
1022301606942-ntc-kompius,"""НТЦ КОМПИУС""",Краснодар,2001-06-09,4300000.0,519000.0,10000.0,2310067880.0,,,,,,,,,,,,,11.0,2
1087746296857-skada-bakus,"""СКАДА-БАКУС""",Москва,2008-02-29,1700000.0,890000.0,40000.0,7702667084.0,1.0,0.0,342600.0,,,,,,,,,,11.0,2
1197031060082-tomtronika,"""ТОМТРОНИКА""",Томск,2019-07-24,,,10000.0,7017462380.0,,,,,,,,,,,,,11.0,2
1207400025326-zm-ehtalon,"""ЗМ ЭТАЛОН""",Челябинск,2020-07-14,,-28000.0,235000.0,7448226050.0,,,,,,,,,,,,,11.0,2
1207700451969-kvanta-inzhiniring-rus,"""КВАНТА ИНЖИНИРИНГ РУС""",Москва,2020-11-25,,,100000.0,9703022364.0,,,,,,,0.0,1.0,,,,,11.0,2
